tag_type,tag,display_de,display_en,is-active
footwear,changing-shoes-required,Wechselschuhe,Changing shoes,TRUE
footwear,leather-soles,Ledersohlen,Leather Soles,TRUE
footwear,no-heels,Keine Absätze,No Heels,TRUE
footwear,street-shoes-ok,Straßenschuhe erlaubt,Street Shoes OK,TRUE
