tag_type,tag,display_de,display_en,is-active
venue_type,studio,Studio,Studio,TRUE
venue_type,bar,Bar,Bar,TRUE
venue_type,club,Club,Club,TRUE
venue_type,outdoors,Draußen,Outdoors,TRUE
venue_type,community-center,Gemeindezentrum,Community Center,TRUE
venue_type,theater,Theater,Theater,TRUE
venue_type,university,Universität,University,TRUE
venue_type,others,Sonstiges,Others,TRUE
