tag_type,tag,display_de,display_en,is-active
music_speed,slow,Langsam (BPM max 110),Slow (BPM max 110),TRUE
music_speed,medium,Mittel (BPM 110–140),Medium (BPM 110–140),TRUE
music_speed,fast,Schnell (BPM 140–170),Fast (BPM 140–170),TRUE
music_speed,very-fast,Sehr schnell (BPM 170+),Very Fast (BPM 170+),TRUE
